issue_id,issue_type,severity,component,user_impact,business_impact,complexity,urgency,affected_users,days_old,num_comments,num_assignees,estimated_hours,actual_hours,has_attachments,is_reproducible,requires_approval,is_completed,priority
ISS-0467,Feature Request,High,Database,2,9,7,5,111,243,5,1,4.849920590465816,5.829498089889195,False,True,False,True,High
ISS-0468,Enhancement,Critical,Backend,4,8,3,10,121,40,10,4,19.569114620494727,33.96388976689721,False,True,False,True,High
ISS-0469,Feature Request,High,Frontend,5,6,3,7,100,356,6,2,2.722398083310113,4.06169800077778,False,True,False,True,High
ISS-0470,Performance,Medium,Mobile,3,9,5,5,98,215,4,1,7.80829398827051,8.552954479042546,False,True,False,True,High
ISS-0471,Feature Request,Medium,Mobile,5,2,4,9,99,168,4,2,3.748850767050806,4.518987358461187,False,True,False,True,High
ISS-0472,Bug,Low,API,5,4,4,10,94,345,7,2,5.955875631702384,9.479158897310509,True,True,False,True,High
ISS-0473,Enhancement,Medium,Infrastructure,9,9,7,8,108,341,5,1,3.035410106296879,,True,True,False,False,High
ISS-0474,Bug,High,API,2,3,1,1,104,161,5,3,3.2226693184774793,6.2045119948823775,False,False,False,True,High
ISS-0475,Bug,Low,Backend,8,2,8,1,90,136,2,3,16.53516474885358,27.69362611522215,False,True,False,True,High
ISS-0476,Bug,Medium,Mobile,8,3,6,7,90,255,6,3,4.313071955641011,,False,True,False,False,High
ISS-0477,Documentation,Medium,Frontend,5,9,6,10,101,286,2,1,12.055794144705537,,False,True,False,False,High
ISS-0478,Enhancement,Medium,Backend,10,9,4,5,114,328,3,1,5.200578201760074,8.557398267648571,False,False,True,True,High
ISS-0479,Performance,Low,Backend,3,6,3,2,110,280,6,2,6.450426644381413,12.461942200046288,False,True,True,True,High
ISS-0480,Performance,Low,Mobile,3,5,3,5,93,264,8,3,8.082507446562541,,True,True,False,False,High
ISS-0481,Enhancement,Medium,Mobile,5,1,6,4,111,161,5,1,9.302235359338706,,False,False,False,False,High
ISS-0482,Enhancement,Medium,Database,3,3,6,4,84,293,4,3,1.666128470933576,,False,True,False,False,High
ISS-0483,Bug,Critical,Backend,3,7,9,3,101,179,6,1,9.428803104702855,17.303482093522828,True,True,False,True,High
ISS-0484,Enhancement,High,Backend,2,4,1,2,112,229,2,1,8.028530811219746,15.686811437234683,False,False,False,True,High
ISS-0485,Bug,High,Frontend,7,2,1,2,106,121,4,1,17.631266229560076,,False,True,False,False,High
ISS-0486,Bug,Medium,API,2,10,2,6,106,246,4,3,18.221558559202993,28.36051487849761,False,True,False,True,High
ISS-0487,Feature Request,Medium,API,10,9,9,5,111,7,8,1,8.157073607675892,4.719055920043428,False,False,False,True,High
ISS-0488,Bug,Medium,Mobile,6,2,9,7,98,49,2,3,1.276494057193387,,True,True,False,False,High
ISS-0489,Bug,Critical,Backend,6,6,4,6,103,318,5,1,12.67077706980174,,False,True,False,False,High
ISS-0490,Feature Request,Medium,Mobile,2,8,1,7,85,277,3,1,3.0336984988745024,3.143107637447129,False,True,False,True,High
ISS-0491,Bug,Medium,Infrastructure,3,8,9,7,99,258,5,1,6.087252066756065,9.43695329855116,False,False,False,True,High
ISS-0492,Performance,Medium,Frontend,6,3,3,3,101,288,3,4,7.019869767142122,,False,True,False,False,High
ISS-0493,Enhancement,Critical,Infrastructure,5,6,9,1,116,64,5,1,19.41934300609734,38.4301317085555,False,True,False,True,High
ISS-0494,Bug,Medium,Backend,9,3,6,7,111,298,5,2,9.920496385399094,9.79277905632247,False,True,False,True,High
ISS-0495,Bug,High,Backend,1,8,7,7,96,297,4,3,19.870593593736345,,False,False,True,False,High
ISS-0496,Enhancement,High,Frontend,10,10,4,5,105,46,6,3,19.554057360397106,,True,True,False,False,High
ISS-0497,Bug,Medium,Backend,7,5,7,1,99,222,3,2,3.530302600049633,6.223791232077739,False,True,False,True,High
ISS-0498,Enhancement,Low,Mobile,3,3,5,6,100,66,5,4,4.422549229192388,6.1629150198027185,False,True,True,True,High
ISS-0499,Performance,Medium,Frontend,9,8,5,3,111,314,7,1,7.629604758067561,5.403010097629921,True,True,False,True,High
ISS-0500,Documentation,High,Database,4,6,8,10,79,49,6,1,5.900902311953911,8.83079730413323,False,True,False,True,High
ISS-0501,Bug,Critical,API,9,10,1,8,111,356,10,1,24.23085366553335,28.201891619986103,False,True,False,True,High
ISS-0502,Bug,Low,Mobile,1,1,2,10,95,350,8,3,8.263434398124101,,False,True,False,False,High
ISS-0503,Bug,High,Database,7,8,10,7,97,234,8,3,5.5402190900784,,False,True,False,False,High
ISS-0504,Bug,Medium,Frontend,10,2,6,3,108,316,4,1,9.456543704104165,15.903987582575786,False,True,False,True,High
ISS-0505,Feature Request,High,Backend,9,6,4,5,105,328,4,1,5.301691066448158,10.01127065926238,False,True,False,True,High
ISS-0506,Bug,Low,API,6,2,7,8,86,323,4,4,9.05927310713144,,False,False,True,False,High
ISS-0507,Bug,High,Database,1,8,8,3,116,322,5,2,4.624111852868869,5.570726942743603,True,True,False,True,High
ISS-0508,Bug,High,Frontend,5,7,7,10,92,115,6,1,15.123921752538715,16.389559800564488,False,True,False,True,High
ISS-0509,Bug,Medium,Mobile,4,10,5,7,88,29,2,5,3.9494605031960592,,False,True,False,False,High
ISS-0510,Performance,High,Frontend,7,7,7,2,120,243,7,3,10.973428385156641,11.028413506586807,False,False,False,True,High
ISS-0511,Bug,High,Mobile,2,3,6,10,117,23,6,2,24.21073335246899,46.721057500912,False,False,False,True,High
ISS-0512,Enhancement,Medium,Backend,5,4,8,5,98,313,1,1,4.369184670410513,3.4176653404275448,False,True,False,True,High
ISS-0513,Bug,Critical,Infrastructure,3,10,9,2,103,155,2,3,6.707928798300941,6.725804020255092,False,True,False,True,High
ISS-0514,Bug,Medium,Mobile,4,4,2,10,88,182,3,3,18.750559421150598,35.75037017014215,True,False,False,True,High
ISS-0515,Documentation,Medium,Database,6,8,7,6,88,190,5,2,5.783110737066707,5.334118282252864,True,True,True,True,High
ISS-0516,Performance,Medium,API,10,1,1,8,111,234,3,2,3.697065602939353,3.962879364905758,False,True,False,True,High
ISS-0517,Bug,High,Database,5,9,5,10,110,281,4,3,12.03122257908299,,False,True,True,False,High
ISS-0518,Feature Request,High,Mobile,2,2,10,9,109,280,3,3,2.521717465141003,4.531905773425021,True,True,True,True,High
ISS-0519,Bug,Low,Mobile,3,1,7,6,103,349,8,1,5.123404414486414,7.9059802896649956,False,True,False,True,High
ISS-0520,Feature Request,Medium,Backend,5,5,5,10,94,180,10,5,1.3124839320216264,2.413413230218413,False,True,True,True,High
ISS-0521,Feature Request,Medium,Frontend,7,9,1,2,96,65,4,2,9.042079647534349,5.22883199728142,True,True,True,True,High
ISS-0522,Bug,High,Backend,5,4,5,10,98,12,10,5,2.6158893675626116,4.729644651142153,False,True,False,True,High
ISS-0523,Bug,High,Infrastructure,8,4,6,3,90,69,5,2,3.004050466559714,,False,True,False,False,High
ISS-0524,Documentation,Low,Mobile,10,8,7,7,114,29,7,1,1.0989345277613771,2.0111618242749554,False,True,False,True,High
ISS-0525,Documentation,High,Mobile,10,4,2,8,102,69,10,3,5.847096361567436,7.027005944786534,True,True,False,True,High
ISS-0526,Bug,High,API,10,9,4,4,87,320,4,2,4.287417438959775,2.574774751928061,False,True,True,True,High
ISS-0527,Security,Medium,API,10,7,3,3,92,301,11,1,32.067684071412764,57.92506623136929,True,True,False,True,High
ISS-0528,Enhancement,Medium,Mobile,5,4,10,10,107,281,2,3,21.68091383276386,,True,True,False,False,High
ISS-0529,Security,High,Infrastructure,3,5,2,3,113,307,3,1,8.115561436525377,,False,True,False,False,High
ISS-0530,Feature Request,High,Backend,2,9,4,3,99,156,4,2,5.4842986682235,,False,True,True,False,High
ISS-0531,Enhancement,Low,Backend,6,7,8,6,114,29,5,1,2.0897545417505903,,False,True,False,False,High
ISS-0532,Documentation,High,Frontend,1,9,7,10,118,337,5,1,10.522883204122174,20.37815429526717,False,True,True,True,High
ISS-0533,Bug,Medium,Infrastructure,7,2,7,2,105,205,5,1,4.2016215377909,6.871718997095318,False,False,False,True,High
ISS-0534,Bug,Medium,Backend,6,5,3,2,88,170,6,4,5.144311702565352,,False,True,False,False,High
ISS-0535,Feature Request,Medium,Infrastructure,2,8,2,3,95,148,8,1,19.416794000792667,19.907730328900044,True,True,False,True,High
ISS-0536,Enhancement,High,Infrastructure,1,3,5,10,91,174,9,3,2.3403867625710775,2.9885508539059495,False,True,False,True,High
ISS-0537,Documentation,Medium,Frontend,10,2,8,1,87,317,3,2,5.814507320493993,,False,True,False,False,High
ISS-0538,Documentation,Medium,Infrastructure,1,8,5,7,88,282,6,4,3.26443619100418,,False,True,False,False,High
ISS-0539,Bug,High,Infrastructure,8,9,10,3,98,128,4,1,11.017507835630976,,False,True,False,False,High
ISS-0540,Bug,Low,Frontend,4,8,5,5,95,135,10,2,6.896602314262368,,True,True,False,False,High
ISS-0541,Feature Request,High,Frontend,6,2,1,8,110,315,5,1,6.125873085726504,,False,True,False,False,High
ISS-0542,Bug,Critical,Infrastructure,9,9,4,8,72,231,4,2,4.116751443795894,7.966290487202376,False,True,False,True,High
ISS-0543,Feature Request,Medium,Mobile,1,1,10,2,110,277,5,3,8.359802109082143,9.059909827405372,False,True,False,True,High
ISS-0544,Bug,Medium,Backend,6,9,6,3,115,116,7,1,3.9429590559927,4.742619020686829,False,True,False,True,High
ISS-0545,Enhancement,Critical,Infrastructure,10,7,6,5,100,22,1,4,5.520888576303159,,False,True,False,False,High
ISS-0546,Documentation,High,Backend,5,7,1,4,88,352,3,3,2.301597629598632,2.2679169844721336,False,True,False,True,High
ISS-0547,Bug,Medium,Frontend,9,2,7,1,92,353,5,3,4.291819541429452,2.4691682545763975,True,False,False,True,High
ISS-0548,Bug,Low,Mobile,5,3,5,4,94,189,3,3,1.7679923699954245,2.346542136459242,True,False,False,True,High
ISS-0549,Enhancement,Medium,Database,1,9,10,9,112,238,1,1,7.180993837091359,10.458684168119165,False,True,True,True,High
ISS-0550,Feature Request,Medium,Mobile,4,3,4,2,90,33,6,2,15.281089080308236,21.246982721458664,False,False,True,True,High
ISS-0551,Performance,Medium,API,8,8,2,6,94,278,5,2,5.94504448378013,,False,True,False,False,High
ISS-0552,Bug,Critical,Infrastructure,2,3,5,8,105,197,5,1,16.68174847082867,22.00437910927996,False,True,False,True,High
ISS-0553,Documentation,High,Backend,2,4,4,3,92,226,5,2,20.8753772072983,30.05924143830544,False,True,False,True,High
ISS-0554,Bug,Medium,Backend,6,7,6,3,98,248,4,3,9.025762200941797,,False,False,False,False,High
ISS-0555,Performance,Low,Infrastructure,5,7,9,4,125,218,5,1,1.6556145911772493,3.1767380025301057,True,True,False,True,High
ISS-0556,Enhancement,Medium,API,7,8,9,5,95,25,9,3,11.321746377668351,15.536407585939754,False,False,True,True,High
ISS-0557,Bug,Medium,Frontend,8,3,10,5,90,254,5,4,11.093866444030004,,False,True,True,False,High
ISS-0558,Bug,Medium,API,1,8,3,3,100,41,6,1,11.720837049843766,,False,False,False,False,High
ISS-0559,Performance,Medium,Infrastructure,10,9,4,8,91,245,3,1,4.109243948869937,3.771150495475372,True,True,False,True,High
ISS-0560,Bug,Medium,Frontend,10,10,2,4,96,319,5,1,11.653979382830233,15.253261863673188,True,True,False,True,High
ISS-0561,Enhancement,Medium,API,6,1,10,8,86,127,7,1,2.096232714348734,3.8393840558172276,False,False,False,True,High
ISS-0562,Documentation,High,API,3,6,10,6,103,227,5,1,12.236426198812161,,False,True,False,False,High
ISS-0563,Feature Request,High,Infrastructure,7,10,10,6,87,345,3,1,6.663901620013355,,True,True,False,False,High
ISS-0564,Bug,Medium,Backend,9,3,2,3,93,196,6,1,12.090840639024144,12.790223216626506,True,True,True,True,High
ISS-0565,Enhancement,Low,API,10,8,2,8,97,164,8,2,2.5733071721964227,3.092489957998141,True,False,False,True,High
ISS-0566,Feature Request,Medium,Mobile,4,7,4,5,102,50,7,1,12.090048723352297,12.967359828210512,True,True,False,True,High
ISS-0567,Enhancement,Medium,Infrastructure,7,8,6,6,100,44,3,1,13.571385723809385,,False,True,False,False,High
ISS-0568,Bug,Medium,Frontend,10,6,2,4,97,150,5,2,26.6951399481484,34.2882365841639,False,False,False,True,High
ISS-0569,Feature Request,Low,Mobile,2,1,7,1,102,357,7,2,13.076324554502387,10.043391133037613,False,True,False,True,High
ISS-0570,Bug,Critical,API,5,1,4,1,102,3,5,1,12.124963847250454,7.8791589154591435,False,True,False,True,High
ISS-0571,Feature Request,Medium,Frontend,3,4,10,5,115,201,12,1,8.596139605221069,10.828485524917934,True,True,False,True,High
ISS-0572,Feature Request,High,Database,8,4,4,8,103,118,5,1,3.6871137268573784,5.568025478240965,False,True,False,True,High
ISS-0573,Feature Request,High,Mobile,8,4,6,6,87,240,6,1,14.890924243700065,8.80282797990028,False,True,False,True,High
ISS-0574,Bug,Medium,Infrastructure,5,6,6,1,105,112,3,4,4.372275612571528,,True,True,True,False,High
ISS-0575,Performance,Medium,Infrastructure,3,1,4,1,121,259,7,3,14.69697631368099,29.277093128184966,True,False,False,True,High
ISS-0576,Bug,High,Infrastructure,3,7,6,4,106,85,5,2,3.846691281955565,3.425822943987265,False,True,False,True,High
ISS-0577,Feature Request,Medium,Frontend,8,8,5,1,90,169,5,1,10.766782718065308,9.357854496327112,False,True,True,True,High
ISS-0578,Enhancement,Low,Mobile,2,6,8,5,98,343,5,1,4.524995244543232,8.074629078843163,True,False,False,True,High
ISS-0579,Bug,Medium,Infrastructure,1,7,4,3,90,23,3,3,4.759928489914053,8.34602408289327,False,False,True,True,High
ISS-0580,Bug,High,Infrastructure,8,1,10,4,96,167,7,3,5.010255477786344,,False,True,True,False,High
ISS-0581,Bug,Medium,API,6,7,3,8,124,198,8,1,5.552676565267695,3.6273330782417923,False,True,False,True,High
ISS-0582,Enhancement,High,Database,10,1,5,10,117,105,7,2,3.8226085882544596,2.4457848246207456,True,True,False,True,High
ISS-0583,Documentation,High,Database,6,9,6,6,84,14,3,2,7.486777757931775,,False,True,False,False,High
ISS-0584,Bug,Low,Backend,9,9,9,10,95,270,7,3,1.9271522111905715,1.0983878236384117,False,True,False,True,High
ISS-0585,Performance,High,Mobile,4,2,1,9,102,16,4,1,6.668492366826072,13.247813701756357,False,False,False,True,High
ISS-0586,Bug,Low,API,9,8,3,3,106,30,6,4,2.1846504017059107,3.8783849537737667,False,True,False,True,High
ISS-0587,Bug,High,Frontend,10,4,5,4,103,303,3,4,14.889562262524842,8.83900662004792,False,True,False,True,High
ISS-0588,Bug,Medium,Frontend,8,6,6,1,112,301,3,1,10.086685752074592,,True,True,False,False,High
ISS-0589,Bug,Medium,Backend,9,10,9,9,119,297,3,4,2.6139416609621486,3.306214999958409,False,True,False,True,High
ISS-0590,Bug,High,Mobile,2,9,6,8,95,359,6,3,9.268022962771408,14.707861286276689,False,False,False,True,High
ISS-0591,Bug,High,API,2,2,4,4,116,229,0,2,8.103301083190072,13.603824168376999,False,True,False,True,High
ISS-0592,Bug,Low,Database,5,1,2,2,106,250,5,1,4.20809258306438,7.715484972454918,True,True,False,True,High
ISS-0593,Bug,Critical,API,4,4,7,1,94,302,8,3,6.724004003274075,,False,True,False,False,High
ISS-0594,Bug,Medium,Backend,5,10,2,10,94,231,8,1,12.018544421765197,,True,False,False,False,High
ISS-0595,Feature Request,Low,Mobile,7,7,2,7,107,231,7,2,15.834550317842771,18.42676739541349,False,True,False,True,High
ISS-0596,Feature Request,Critical,Frontend,4,2,6,2,114,303,5,1,6.505595693117736,,False,True,False,False,High
ISS-0597,Bug,Medium,Infrastructure,2,8,5,3,92,359,5,1,2.7725250138396724,,True,True,False,False,High
ISS-0598,Bug,Low,Frontend,10,4,3,10,88,99,2,1,38.820189837543595,27.04735918783189,False,True,False,True,High
ISS-0599,Bug,High,Backend,10,9,6,2,106,179,5,3,2.9512926064497815,,True,True,True,False,High
ISS-0600,Feature Request,Critical,Mobile,6,5,10,7,99,183,7,2,1.8398698029910616,,False,False,False,False,High
ISS-0601,Documentation,Low,Backend,1,4,2,9,90,22,4,1,10.20133670116954,10.599217386881758,False,True,True,True,High
ISS-0602,Performance,High,Frontend,5,3,2,3,99,44,8,1,16.368917273331206,29.636968456090642,False,True,True,True,High
ISS-0603,Performance,Medium,Frontend,3,6,5,8,102,15,8,3,9.235754024387273,14.06323847764491,True,True,False,True,High
ISS-0604,Feature Request,Low,Mobile,10,7,7,1,90,233,6,1,1.754358459631428,3.4357175420334314,False,False,False,True,High
ISS-0605,Bug,Low,Backend,3,7,2,5,94,87,4,3,2.4768571201682477,1.5566955135372027,True,True,True,True,High
ISS-0606,Performance,Medium,Frontend,6,7,8,2,103,72,2,3,3.9806382900682897,3.3522280479962885,True,False,False,True,High
ISS-0607,Bug,High,Mobile,6,4,4,5,111,120,8,3,3.542354488744922,5.261223413055069,True,True,False,True,High
ISS-0608,Enhancement,Medium,Database,2,2,2,3,109,41,5,2,1.4596620106374614,,False,True,False,False,High
ISS-0609,Documentation,High,Mobile,1,4,2,10,93,362,6,1,3.639462099574683,3.03456411393428,True,True,False,True,High
ISS-0610,Bug,High,API,9,2,7,2,94,113,4,3,2.08842851324518,1.8946035399388086,True,False,True,True,High
ISS-0611,Bug,High,Infrastructure,10,4,10,3,105,8,4,1,2.6593338755020524,,False,True,False,False,High
ISS-0612,Enhancement,Medium,Database,9,3,8,9,112,111,3,5,1.8096252068985408,3.264905303931316,False,True,False,True,High
ISS-0613,Bug,High,Backend,8,7,8,5,77,103,4,2,4.3968468866911925,8.470742674828188,False,True,True,True,High
ISS-0614,Bug,Low,API,1,6,9,10,93,24,6,1,14.44007967943481,25.374450936646973,False,False,True,True,High
ISS-0615,Performance,High,Infrastructure,6,7,4,1,100,125,4,3,8.8696493080219,17.270349606877282,True,True,True,True,High
ISS-0616,Enhancement,High,Backend,6,9,7,2,91,88,8,4,4.378139512893169,7.775845851785529,True,True,False,True,High
ISS-0617,Bug,Low,Database,5,9,5,9,97,32,8,3,4.3012056635992,,False,True,False,False,High
ISS-0618,Bug,Medium,Backend,3,8,5,8,97,46,3,1,3.491116882169817,3.6031108953048685,False,True,False,True,High
ISS-0619,Performance,Medium,Database,2,7,8,10,83,86,8,4,1.1559454418566837,,False,True,False,False,High
ISS-0620,Bug,Medium,Mobile,10,7,1,3,104,338,6,1,1.2106063726282643,1.7436126692060798,True,True,True,True,High
ISS-0621,Bug,Low,Infrastructure,8,9,5,8,106,254,2,2,2.269158146170051,,False,True,False,False,High
ISS-0622,Performance,High,Database,9,7,1,6,102,129,1,3,4.206356298510565,4.520126158075762,False,True,True,True,High
ISS-0623,Security,Medium,API,6,4,1,1,102,45,10,2,3.294550877355432,,False,True,True,False,High
ISS-0624,Feature Request,High,Database,6,10,6,2,89,290,6,1,1.2337941591211616,1.4192515015104732,False,True,False,True,High
ISS-0625,Bug,Medium,API,3,6,4,2,103,74,6,1,1.8784793773816295,,False,False,False,False,High
ISS-0626,Enhancement,Medium,API,8,5,2,3,82,320,5,2,14.55986733776678,,False,True,True,False,High
ISS-0627,Bug,Critical,Database,8,6,9,10,103,364,2,2,5.9436574189284705,,False,True,False,False,High
ISS-0628,Feature Request,High,Frontend,6,7,10,2,100,124,3,3,18.983116249014838,13.39249820963775,False,False,False,True,High
ISS-0629,Feature Request,Low,Database,7,9,3,3,107,229,6,1,15.543365120176153,,True,False,False,False,High
ISS-0630,Bug,Critical,API,10,3,7,10,113,203,5,2,15.097122335723869,26.32832480095818,True,False,True,True,High
ISS-0631,Performance,High,Frontend,6,7,1,1,107,63,4,1,7.757947627737299,,False,False,False,False,High
ISS-0632,Documentation,Critical,Backend,1,3,10,1,107,56,3,1,2.6387298308205698,2.2641653164103888,False,True,False,True,High
ISS-0633,Documentation,Medium,API,3,4,4,10,97,221,4,1,2.135123762362807,1.8378463464931132,False,True,False,True,High
ISS-0634,Bug,Medium,Infrastructure,4,7,3,8,89,238,5,3,3.4021842803010123,3.9654712850879363,True,False,False,True,High
ISS-0635,Feature Request,Low,Frontend,3,3,5,7,111,65,6,1,8.268153813929397,,True,True,False,False,High
ISS-0636,Documentation,Medium,API,7,4,9,3,87,51,2,2,1.5212178297337102,,True,True,False,False,High
ISS-0637,Documentation,Medium,API,9,4,7,5,104,360,4,1,6.431996212148506,4.983807039422442,False,True,True,True,High
ISS-0638,Feature Request,High,API,7,3,9,2,90,234,4,3,4.4302534559417,8.15645953455729,False,False,False,True,High
ISS-0639,Bug,Medium,API,5,4,2,5,87,318,5,1,19.911872945364518,16.373667742640205,False,True,False,True,High
ISS-0640,Bug,Medium,Backend,2,5,5,1,103,179,6,1,3.1484463086755157,4.486834787061335,False,False,False,True,High
ISS-0641,Documentation,Medium,Backend,8,5,1,3,94,192,7,1,2.491666879936311,3.0075720726952544,False,True,False,True,High
ISS-0642,Performance,High,Mobile,6,4,3,6,107,340,4,2,3.1898628488475738,,False,True,True,False,High
ISS-0643,Bug,Medium,Database,5,4,6,8,106,0,7,2,16.10410852752212,,False,True,False,False,High
ISS-0644,Enhancement,High,Frontend,6,1,4,6,96,126,5,2,5.343221651626018,,False,True,False,False,High
ISS-0645,Bug,Medium,Mobile,8,10,7,3,106,320,4,1,12.685990155810943,,False,True,False,False,High
ISS-0646,Bug,Low,Backend,4,4,10,8,116,162,6,2,2.021218571759859,,True,True,False,False,High
ISS-0647,Bug,High,Backend,1,8,5,10,94,213,8,2,6.166961158790702,,False,True,False,False,High
ISS-0648,Documentation,Medium,API,4,7,6,10,102,335,6,3,1.422990442659512,2.3757782938744945,False,True,False,True,High
ISS-0649,Bug,Medium,Infrastructure,7,7,6,4,125,178,6,1,21.393377861090073,29.08065822644106,False,True,False,True,High
ISS-0650,Bug,High,Database,10,3,6,8,95,301,6,1,8.527359512190927,13.199135054107808,True,True,False,True,High
ISS-0651,Bug,Low,Frontend,2,9,7,7,115,337,6,2,1.8926627889607015,,True,True,False,False,High
ISS-0652,Feature Request,Medium,Infrastructure,10,9,5,7,94,125,2,1,5.910679012410351,,True,False,False,False,High
ISS-0653,Feature Request,Medium,Infrastructure,9,9,2,1,100,164,6,4,5.864605354508203,8.470549152349943,True,False,False,True,High
ISS-0654,Bug,Medium,Frontend,5,6,3,1,110,332,2,1,10.010781145963156,6.916220644907282,False,True,False,True,High
ISS-0655,Bug,Medium,API,4,9,5,6,112,153,9,2,12.423787933982954,12.521674436226895,False,True,False,True,High
ISS-0656,Documentation,Medium,Mobile,5,3,9,3,107,21,5,1,4.062702901355056,3.796908190504456,False,True,False,True,High
ISS-0657,Documentation,Critical,Frontend,5,10,9,7,110,19,1,3,8.257850307082515,7.616371418937499,False,True,True,True,High
ISS-0658,Performance,High,API,9,8,1,3,91,17,4,1,9.439239677844698,8.853015288079863,True,True,True,True,High
ISS-0659,Performance,High,Backend,7,2,4,1,110,316,5,2,1.1478963553199633,0.9685695292142873,False,True,False,True,High
ISS-0660,Bug,Low,Database,2,6,4,5,107,3,3,1,51.872338047641016,60.260893894859294,False,True,True,True,High
ISS-0661,Documentation,High,Mobile,6,8,5,3,111,139,6,2,8.387424069695948,,True,True,True,False,High
ISS-0662,Feature Request,Medium,Mobile,6,9,7,6,97,75,6,1,7.33255501109434,,True,True,False,False,High
ISS-0663,Bug,Low,Mobile,4,4,7,3,93,32,4,3,15.18659702642231,28.209709863557123,False,True,False,True,High
ISS-0664,Bug,Medium,Frontend,10,4,10,5,105,354,5,3,29.980854481249498,46.178637275757055,True,True,True,True,High
ISS-0665,Feature Request,Medium,Database,7,6,7,4,110,162,5,1,2.3153247614801673,1.9902908107768835,False,True,False,True,High
ISS-0666,Bug,Low,API,7,5,7,10,102,87,7,2,2.075922845815106,2.812575578583046,False,True,False,True,High
ISS-0667,Feature Request,High,Database,5,7,6,7,98,22,5,3,11.907977882339575,,True,False,False,False,High
ISS-0668,Performance,Critical,Infrastructure,5,10,6,4,99,222,5,5,20.365164648801912,33.726605049792944,True,True,False,True,High
ISS-0669,Documentation,Medium,API,1,9,8,8,92,145,4,3,6.387423436968012,7.0931196038413,False,True,False,True,High
ISS-0670,Enhancement,High,Mobile,2,3,3,3,91,165,7,3,7.615284661775125,5.706307589214713,False,True,False,True,High
ISS-0671,Bug,High,Backend,7,1,3,5,83,277,6,1,1.1379304065436155,0.9582698473435906,False,False,True,True,High
ISS-0672,Feature Request,High,Database,4,1,10,5,111,30,6,4,2.7510902400482546,,False,True,False,False,High
ISS-0673,Feature Request,High,API,8,10,3,10,98,288,4,3,3.5345089267391927,4.508344198619391,False,True,False,True,High
ISS-0674,Documentation,High,Frontend,10,3,4,5,112,335,4,1,1.0044347056183087,1.0478495628966549,False,True,False,True,High
ISS-0675,Enhancement,High,Backend,5,10,2,1,102,128,8,2,1.5391417555686782,,False,True,False,False,High
ISS-0676,Security,Low,API,5,4,2,10,113,156,4,3,1.2403226385926267,1.378372495860383,False,True,False,True,High
ISS-0677,Performance,Low,API,7,6,9,9,94,24,5,1,6.073720111640213,9.468079357465529,True,True,False,True,High
ISS-0678,Documentation,High,Backend,3,3,2,1,84,105,8,1,1.6879883678882086,,False,True,True,False,High
ISS-0679,Feature Request,High,Backend,8,5,9,1,112,322,9,1,8.994980655568607,8.805883582509273,False,True,False,True,High
ISS-0680,Bug,Medium,Database,6,7,3,1,101,230,5,3,7.510146040581007,,False,True,True,False,High
ISS-0681,Feature Request,Medium,Backend,2,6,3,1,92,115,3,4,5.9382856056180895,10.810331698816519,False,True,False,True,High
ISS-0682,Feature Request,Low,Frontend,4,6,4,9,96,66,6,2,17.10414615390859,25.986862536006807,True,False,False,True,High
ISS-0683,Bug,Low,Backend,7,2,1,1,117,116,4,3,7.326110309613965,,False,True,False,False,High
ISS-0684,Enhancement,Medium,Backend,9,8,2,8,107,51,4,1,16.517105208495163,,False,False,False,False,High
ISS-0685,Documentation,Medium,Frontend,7,9,6,8,86,238,3,1,5.98630847180603,3.0514266511884363,False,False,False,True,High
ISS-0686,Bug,Medium,Database,6,6,7,9,100,291,10,3,3.2210312160825163,3.5157916145385846,False,True,False,True,High
ISS-0687,Feature Request,High,Mobile,7,7,5,6,101,53,6,3,5.6920890507721795,11.039999269780562,False,True,False,True,High
ISS-0688,Bug,Low,Frontend,5,10,9,6,100,9,4,1,3.752088126951653,6.62040417508732,True,True,False,True,High
ISS-0689,Feature Request,Low,Backend,8,8,8,2,107,56,7,2,15.791128939803096,,False,True,False,False,High
ISS-0690,Performance,Low,Mobile,4,9,6,5,101,350,2,3,12.171360768477753,13.921799249521271,True,True,False,True,High
ISS-0691,Documentation,Low,Database,5,9,3,1,93,110,2,4,14.16825785432478,17.325829905637036,False,True,False,True,High
ISS-0692,Performance,Medium,Backend,1,10,7,10,104,53,7,1,8.141505574145718,16.109644984876073,False,True,False,True,High
ISS-0693,Enhancement,Medium,Frontend,3,2,8,6,95,303,5,2,1.2314643743676705,1.4146139920240002,True,True,False,True,High
ISS-0694,Bug,Low,Mobile,4,8,8,8,107,106,4,3,13.270737415404467,,False,True,False,False,High
ISS-0695,Documentation,High,Mobile,10,4,8,5,112,78,3,1,20.21722011240482,,True,True,True,False,High
ISS-0696,Bug,High,Frontend,4,6,6,7,99,132,3,1,19.239173575945763,,False,True,True,False,High
ISS-0697,Security,Critical,Backend,10,7,9,9,93,153,6,2,17.343879085601984,15.039549216618486,False,False,True,True,High
ISS-0698,Enhancement,Critical,API,9,6,8,5,79,323,7,2,16.825367029437853,28.951463997355756,False,True,True,True,High
ISS-0699,Bug,Low,API,1,5,8,7,111,218,4,2,8.415597985045498,7.9745060537888035,True,True,False,True,High
ISS-0700,Feature Request,Medium,Backend,7,9,8,4,88,200,2,1,34.783636074588706,30.776523855657206,True,True,False,True,High
